Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,AccountLength,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,PaymentMethod,Monthly Charge,ServiceUsage,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
6008-NAIXK,Male,72,No,Yes,No,No,0,United States,California,Pine Grove,95665,38.400264,-120.641274,4354,Q3,No,0,54,,No,0,No,Yes,DSL,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,55.45,2966.95,0,0,0,2966.95,3,Stayed,No,58,4521,,
4007-NHVHI,Female,69,No,Yes,No,No,0,United States,California,Rio Linda,95673,38.688764,-121.457596,14010,Q3,No,0,56,,Yes,46.67,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,5219.65,0,0,2613.52,7833.17,3,Stayed,No,57,5679,,
8979-CAMGB,Male,67,No,Yes,No,No,0,United States,California,Vacaville,95687,38.333133,-121.920151,63157,Q3,No,0,64,,Yes,10.07,Yes,Yes,Fiber Optic,26,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.1,6688.1,0,0,644.48,7332.58,5,Stayed,No,47,6100,,
7813-ZGGAW,Male,68,No,Yes,No,No,0,United States,California,Applegate,95703,38.983388,-120.988814,1526,Q3,No,0,31,Offer C,Yes,15.35,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,2877.95,0,0,475.85,3353.8,5,Stayed,No,40,3364,,
6583-KQJLK,Female,66,No,Yes,Yes,No,0,United States,California,Twin Bridges,95735,38.805481,-120.13287,25,Q3,Yes,5,15,Offer D,Yes,37.84,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,1285.05,0,0,567.6,1852.65,3,Stayed,Yes,70,5868,,
6139-ZZRBQ,Male,79,No,Yes,No,No,0,United States,California,Granite Bay,95746,38.749466,-121.184196,20675,Q3,No,0,64,,Yes,4.99,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1198.05,0,0,319.36,1517.41,4,Stayed,No,44,4309,,
7594-LZNWR,Male,67,No,Yes,No,No,0,United States,California,Sacramento,95826,38.542532,-121.378826,38818,Q3,No,0,34,Offer C,Yes,13.56,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,69.15,2275.1,0,0,461.04,2736.14,3,Stayed,No,63,4478,,
3996-ZNWYK,Male,77,No,Yes,Yes,Yes,1,United States,California,Sacramento,95832,38.445939,-121.496855,9063,Q3,Yes,5,71,,Yes,32.12,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1388.45,0,0,2280.52,3668.97,4,Stayed,No,69,5819,,
8760-ZRHKE,Female,80,No,Yes,Yes,Yes,1,United States,California,Berry Creek,95916,39.657228,-121.37778,1279,Q3,Yes,7,71,,Yes,48.59,Yes,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0,0,3449.89,8432.39,4,Stayed,No,65,5546,,
5216-WASFJ,Female,68,No,Yes,Yes,No,0,United States,California,Challenge,95925,39.461768,-121.195825,262,Q3,Yes,4,31,Offer C,Yes,5.3,Yes,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,2633.4,0,0,164.3,2797.7,3,Stayed,No,30,5603,,
4948-WBBKL,Female,80,No,Yes,No,No,0,United States,California,Dunnigan,95937,38.931425,-121.946081,19,Q3,No,0,36,Offer C,Yes,41.57,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,2659.45,0,0,1496.52,4155.97,3,Stayed,No,23,5041,,
8348-JLBUG,Male,77,No,Yes,Yes,No,0,United States,California,North San Juan,95960,39.423046,-120.984472,565,Q3,Yes,5,64,,Yes,14.87,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,80.3,5017.7,0,0,951.68,5969.38,3,Stayed,No,34,4270,,
3339-EAQNV,Male,75,No,Yes,Yes,No,0,United States,California,Palermo,95968,39.435756,-121.552071,1254,Q3,Yes,7,72,,Yes,11.23,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.25,7133.1,0,0,808.56,7941.66,5,Stayed,No,69,6156,,
5730-RIITO,Female,73,No,Yes,No,No,0,United States,California,Willows,95988,39.493991,-122.286363,8812,Q3,No,0,43,,No,0,No,Yes,DSL,18,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,1500.25,0,40,0,1540.25,3,Stayed,No,79,4757,,
7515-LODFU,Male,67,No,Yes,No,No,0,United States,California,Burney,96013,40.946785,-121.719489,4552,Q3,No,0,69,,Yes,20.62,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,1356.3,0,0,1422.78,2779.08,3,Stayed,No,21,4042,,
8041-TMEID,Male,73,No,Yes,Yes,No,0,United States,California,Corning,96021,39.913777,-122.289984,13840,Q3,Yes,1,63,,Yes,37.12,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,0,0,2338.56,9330.46,4,Stayed,No,49,6453,,
6941-KXRRV,Female,65,No,Yes,Yes,No,0,United States,California,Dorris,96023,41.949216,-122.050062,1162,Q3,Yes,10,48,,Yes,34.43,No,Yes,DSL,2,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.95,2789.7,0,0,1652.64,4442.34,3,Stayed,No,49,4815,,
4501-UYKBC,Female,65,No,Yes,No,No,0,United States,California,Igo,96047,40.524535,-122.647172,911,Q3,No,0,46,,Yes,16.04,Yes,Yes,DSL,26,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1,3255.35,0,0,737.84,3993.19,3,Stayed,No,30,3856,,
5304-EFJLP,Male,72,No,Yes,Yes,No,0,United States,California,Los Molinos,96055,40.059385,-122.091481,3756,Q3,Yes,4,72,,Yes,16.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.65,8022.85,0,110,1218.24,9351.09,4,Stayed,No,36,4406,,
8875-AKBYH,Male,78,No,Yes,No,No,0,United States,California,Mineral,96063,40.408796,-121.579609,124,Q3,No,0,20,Offer D,Yes,25.51,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,84.35,1745.2,0,10,510.2,2265.4,4,Stayed,Yes,70,4915,,
0533-UCAAU,Male,72,No,Yes,Yes,No,0,United States,California,Montgomery Creek,96065,40.877552,-121.885884,431,Q3,Yes,2,57,,Yes,48.16,Yes,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,71.1,4140.1,0,0,2745.12,6885.22,5,Stayed,No,40,5462,,
1394-SUIUH,Female,70,No,Yes,Yes,No,0,United States,California,Mount Shasta,96067,41.33832,-122.290756,7309,Q3,Yes,4,44,,Yes,44.44,No,Yes,Fiber Optic,6,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,3670.5,0,0,1955.36,5625.86,4,Stayed,No,45,2672,,
8565-WUXZU,Male,77,No,Yes,Yes,No,0,United States,California,Vina,96092,39.955164,-122.018567,439,Q3,Yes,7,72,,Yes,5.51,No,Yes,Fiber Optic,2,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,84.8,6141.65,0,0,396.72,6538.37,4,Stayed,No,54,4240,,
2055-BFOCC,Male,65,No,Yes,Yes,No,0,United States,California,Likely,96116,41.266008,-120.490731,277,Q3,Yes,1,63,,Yes,40.65,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84,5329.55,0,0,2560.95,7890.5,3,Stayed,No,42,5688,,
4584-LBNMK,Male,79,No,Yes,Yes,No,0,United States,California,Portola,96122,39.786755,-120.445626,4236,Q3,Yes,5,45,,Yes,44.91,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.7,1174.35,0,0,2020.95,3195.3,4,Stayed,No,61,5644,,
3898-GUYTS,Female,71,No,Yes,No,No,0,United States,California,Ravendale,96123,40.845738,-120.322219,61,Q3,No,0,45,,Yes,12.67,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.05,4385.05,0,0,570.15,4955.2,3,Stayed,No,34,4735,,
3703-KBKZP,Male,70,No,Yes,No,No,0,United States,California,Standish,96128,40.346634,-120.386422,408,Q3,No,0,16,Offer D,Yes,22.02,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,1261.35,0,0,352.32,1613.67,5,Stayed,Yes,47,5111,,
5117-IFGPS,Male,73,No,Yes,Yes,No,0,United States,California,Tahoe City,96145,39.178337,-120.162806,4002,Q3,Yes,7,29,Offer C,Yes,36.75,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,2357.75,0,0,1065.75,3423.5,3,Stayed,Yes,67,2217,,
2197-OMWGI,Female,65,No,Yes,Yes,Yes,1,United States,California,Los Angeles,90014,34.043144,-118.251977,3524,Q3,Yes,4,68,,No,0,No,Yes,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53,3656.25,0,0,0,3656.25,4,Stayed,No,31,5583,,
7852-LECYP,Male,79,No,Yes,Yes,No,0,United States,California,Los Angeles,90019,34.049841,-118.33846,67520,Q3,Yes,8,13,Offer D,Yes,48.15,Yes,Yes,Fiber Optic,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,93.8,1261,0,0,625.95,1886.95,4,Stayed,Yes,43,5870,,
8595-SIZNC,Female,69,No,Yes,Yes,No,0,United States,California,Los Angeles,90026,34.078991,-118.263804,73686,Q3,Yes,5,22,Offer D,Yes,15.27,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.6,548.8,0,0,335.94,884.74,4,Stayed,Yes,75,2628,,
8920-NAVAY,Male,66,No,Yes,No,No,0,United States,California,Los Angeles,90045,33.954017,-118.402447,39334,Q3,No,0,62,,Yes,47.8,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.75,7053.35,0,0,2963.6,10016.95,5,Stayed,No,43,5166,,
9699-UBQFS,Female,76,No,Yes,Yes,No,0,United States,California,Los Angeles,90065,34.108833,-118.229715,47534,Q3,Yes,4,43,,Yes,3.66,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,4156.8,0,0,157.38,4314.18,3,Stayed,No,32,4745,,
1261-FWTTE,Male,78,No,Yes,No,No,0,United States,California,Los Angeles,90067,34.057496,-118.413959,2527,Q3,No,0,23,,No,0,No,Yes,Cable,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.65,768.45,0,0,0,768.45,4,Stayed,Yes,67,2307,,
3528-HFRIQ,Male,73,No,Yes,Yes,No,0,United States,California,Los Angeles,90068,34.137411,-118.328915,21728,Q3,Yes,10,71,,No,0,No,Yes,Cable,28,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.3,3765.05,0,40,0,3805.05,5,Stayed,No,51,5491,,
3320-VEOYC,Male,65,No,Yes,No,No,0,United States,California,Beverly Hills,90210,34.099891,-118.414338,21397,Q3,No,0,14,,Yes,37.62,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,1273.3,0,0,526.68,1799.98,3,Stayed,Yes,78,3502,,
9758-MFWGD,Female,75,No,Yes,Yes,Yes,2,United States,California,Hawthorne,90250,33.914775,-118.348083,93315,Q3,No,0,48,,No,0,No,Yes,DSL,19,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.9,1388.75,0,0,0,1388.75,5,Stayed,No,49,2617,,
1360-JYXKQ,Female,68,No,Yes,Yes,No,0,United States,California,South Gate,90280,33.944624,-118.192615,96267,Q3,Yes,1,54,,Yes,22.05,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.1,5437.1,0,0,1190.7,6627.8,5,Stayed,No,54,4118,,
6925-BAYGL,Female,79,No,Yes,Yes,No,0,United States,California,Inglewood,90303,33.936291,-118.332639,27778,Q3,Yes,1,53,,Yes,19.03,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1275.6,0,0,1008.59,2284.19,3,Stayed,No,70,5295,,
4135-FRWKJ,Female,66,No,Yes,Yes,Yes,1,United States,California,Santa Monica,90404,34.026334,-118.474222,19975,Q3,Yes,1,55,,Yes,34.57,Yes,Yes,Cable,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,76.25,4154.55,0,0,1901.35,6055.9,3,Stayed,No,42,4319,,
6551-ZCOTS,Male,73,No,Yes,No,No,0,United States,California,Torrance,90503,33.840399,-118.353714,41979,Q3,No,0,33,Offer C,Yes,3.15,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.9,847.8,0,0,103.95,951.75,4,Stayed,No,52,5756,,
5995-SNNEW,Male,80,No,Yes,Yes,No,0,United States,California,Whittier,90605,33.960891,-118.032222,38181,Q3,Yes,1,23,,Yes,45.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.45,2184.85,0,60,1039.83,3284.68,5,Stayed,Yes,37,5883,,
5371-VYLSX,Female,65,No,Yes,No,No,0,United States,California,Long Beach,90814,33.771612,-118.143866,19034,Q3,No,0,50,,Yes,47.99,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,4113.7,0,0,2399.5,6513.2,3,Stayed,No,68,4977,,
4128-ETESU,Female,73,No,Yes,Yes,No,0,United States,California,Pasadena,91101,34.146635,-118.139225,16812,Q3,Yes,3,47,,Yes,2.98,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,99.7,4747.2,0,140,140.06,5027.26,3,Stayed,No,67,4787,,
3295-YVUSR,Male,73,No,Yes,No,No,0,United States,California,Glendale,91202,34.167926,-118.267539,21990,Q3,No,0,2,,Yes,15.19,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,72.6,154.3,0,0,30.38,184.68,3,Joined,Yes,47,5098,,
8016-NCFVO,Male,70,No,Yes,No,No,0,United States,California,Glendale,91203,34.153338,-118.262974,14493,Q3,No,0,55,,Yes,29.3,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,116.5,6382.55,0,0,1611.5,7994.05,4,Stayed,No,58,4222,,
4119-ZYPZY,Male,67,No,Yes,No,No,0,United States,California,Glendale,91204,34.136306,-118.26036,17015,Q3,No,0,71,,Yes,34.8,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,106.8,7623.2,0,0,2470.8,10094,3,Stayed,No,28,6423,,
1078-TDCRN,Female,75,No,Yes,Yes,No,0,United States,California,Agoura Hills,91301,34.129058,-118.759788,25303,Q3,Yes,7,3,,No,0,No,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.75,82.85,0,0,0,82.85,5,Joined,Yes,27,4133,,
5439-WIKXB,Male,65,No,Yes,Yes,No,0,United States,California,Newhall,91321,34.370378,-118.504118,30742,Q3,Yes,8,41,Offer B,Yes,46.46,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.55,3851.45,0,40,1904.86,5796.31,3,Stayed,No,45,4914,,
2080-CAZNM,Female,78,No,Yes,No,No,0,United States,California,Burbank,91502,34.177267,-118.31003,11517,Q3,No,0,41,Offer B,Yes,6.33,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,4133.95,0,0,259.53,4393.48,5,Stayed,No,61,4477,,
1028-FFNJK,Male,79,No,Yes,Yes,No,0,United States,California,Burbank,91504,34.213049,-118.317651,25882,Q3,Yes,1,30,Offer C,Yes,48.02,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,0,0,1440.6,4358.25,5,Stayed,Yes,73,4828,,
3001-UNBTL,Male,69,No,Yes,Yes,Yes,1,United States,California,Burbank,91506,34.169706,-118.323548,18539,Q3,Yes,1,29,Offer C,Yes,49.36,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,2964.8,0,0,1431.44,4396.24,4,Stayed,Yes,58,3733,,
0786-IVLAW,Female,72,No,Yes,No,No,0,United States,California,Valley Village,91607,34.165783,-118.399795,27453,Q3,No,0,66,,Yes,3.57,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,108.1,7238.6,0,0,235.62,7474.22,3,Stayed,No,20,4722,,
4282-ACRXS,Male,69,No,Yes,Yes,No,0,United States,California,Covina,91723,34.084747,-117.886844,17554,Q3,Yes,2,38,Offer C,No,0,No,Yes,Cable,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.85,955.75,0,0,0,955.75,3,Stayed,No,33,3511,,
7668-XCFYV,Female,77,No,Yes,Yes,No,0,United States,California,Glendora,91741,34.14649,-117.849815,24973,Q3,Yes,9,17,,Yes,3.83,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,1614.7,0,0,65.11,1679.81,3,Stayed,Yes,23,3689,,
5336-UFNZP,Female,65,No,Yes,Yes,Yes,3,United States,California,Monterey Park,91755,34.049172,-118.115022,26933,Q3,Yes,7,65,Offer B,Yes,19.58,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.45,7047.5,0,0,1272.7,8320.2,4,Stayed,No,32,6211,,
9233-PSYHO,Female,68,No,Yes,No,No,0,United States,California,Ontario,91762,34.057256,-117.667677,54254,Q3,No,0,45,Offer B,Yes,6.9,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,4459.8,0,0,310.5,4770.3,4,Stayed,No,21,2636,,
8777-MBMTS,Female,65,No,Yes,Yes,No,0,United States,California,West Covina,91791,34.061634,-117.893169,30458,Q3,Yes,10,65,Offer B,Yes,36.49,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,0,0,2371.85,9097.35,4,Stayed,No,80,4872,,
2615-YVMYX,Male,68,No,Yes,Yes,No,0,United States,California,Chula Vista,91915,32.605012,-116.97595,9278,Q3,Yes,7,71,,Yes,30.59,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107.5,7713.55,0,140,2171.89,10025.44,3,Stayed,No,64,5775,,
2851-STERV,Male,79,No,Yes,No,No,0,United States,California,Descanso,91916,32.912664,-116.635387,1587,Q3,No,0,35,,Yes,3.04,No,Yes,DSL,18,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,73,2471.25,0,0,106.4,2577.65,4,Stayed,No,59,2715,,
5419-JKZNQ,Male,65,No,Yes,Yes,No,0,United States,California,La Mesa,91941,32.759327,-116.99726,44652,Q3,Yes,1,30,,Yes,2.86,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.9,2351.45,0,0,85.8,2437.25,3,Stayed,Yes,49,2009,,
1409-PHXTF,Male,77,No,Yes,Yes,No,0,United States,California,Lemon Grove,91945,32.733564,-117.033713,24961,Q3,Yes,5,54,Offer B,Yes,32.56,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.45,6077.75,0,0,1758.24,7835.99,4,Stayed,No,77,4425,,
9591-YVTEB,Male,77,No,Yes,No,No,0,United States,California,National City,91950,32.67102,-117.095235,62355,Q3,No,0,55,Offer B,No,0,No,Yes,DSL,30,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2479.05,0,0,0,2479.05,3,Stayed,No,49,5829,,
9309-BZGNT,Male,69,No,Yes,Yes,No,0,United States,California,Pine Valley,91962,32.800671,-116.483363,1604,Q3,Yes,7,69,,No,0,No,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,29.8,2134.3,0,0,0,2134.3,3,Stayed,No,43,5681,,
8075-GXIUB,Male,79,No,Yes,Yes,No,0,United States,California,Spring Valley,91978,32.730264,-116.950963,7863,Q3,Yes,3,9,,Yes,22.79,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,183.15,0,0,205.11,388.26,3,Stayed,Yes,59,5601,,
6723-WSNTY,Female,73,No,Yes,Yes,No,0,United States,California,Del Mar,92014,32.948262,-117.256086,13945,Q3,Yes,3,66,,Yes,6.94,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.1,7181.95,0,0,458.04,7639.99,3,Stayed,No,35,5360,,
2144-BFDSO,Female,70,No,Yes,Yes,No,0,United States,California,Ranchita,92066,33.215251,-116.53633,339,Q3,Yes,1,50,Offer B,Yes,9.18,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.9,0,0,459,5890.9,3,Stayed,No,54,5211,,
5647-FXOTP,Female,71,No,Yes,Yes,No,0,United States,California,Santa Ysabel,92070,33.174725,-116.743329,1143,Q3,Yes,1,60,Offer B,Yes,36.71,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.9,6401.25,0,110,2202.6,8713.85,5,Stayed,No,40,5084,,
6078-VESFR,Male,78,No,Yes,Yes,No,0,United States,California,Vista,92084,33.22784,-117.200024,44692,Q3,Yes,1,13,,Yes,36.57,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.45,849.1,0,0,475.41,1324.51,5,Stayed,Yes,53,5225,,
9866-OCCKE,Female,73,No,Yes,Yes,No,0,United States,California,San Diego,92114,32.707892,-117.05512,66838,Q3,Yes,1,72,Offer A,Yes,35.04,Yes,Yes,Fiber Optic,22,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,109.75,8075.35,0,0,2522.88,10598.23,4,Stayed,No,34,6010,,
2786-GCDPI,Female,75,No,Yes,No,No,0,United States,California,Pioneertown,92268,34.201108,-116.593456,354,Q3,No,0,50,Offer B,Yes,17.65,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,5222.35,0,0,882.5,6104.85,5,Stayed,No,39,5570,,
3733-UOCWF,Male,78,No,Yes,Yes,No,0,United States,California,Helendale,92342,34.757783,-117.33997,4948,Q3,Yes,5,61,Offer B,Yes,46.65,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.55,5251.75,0,0,2845.65,8097.4,4,Stayed,No,62,4845,,
8490-BXHEO,Male,67,No,Yes,No,No,0,United States,California,Lucerne Valley,92356,34.508417,-116.856103,5256,Q3,No,0,18,,Yes,38.79,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1411.65,0,0,698.22,2109.87,5,Stayed,Yes,27,5137,,
7173-TETGO,Female,66,No,Yes,Yes,No,0,United States,California,Lytle Creek,92358,34.238162,-117.534306,1090,Q3,Yes,4,72,Offer A,Yes,32.37,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,78.5,5602.25,0,0,2330.64,7932.89,3,Stayed,No,69,6072,,
6435-VWCCY,Male,71,No,Yes,Yes,No,0,United States,California,Oro Grande,92368,34.647959,-117.296957,909,Q3,Yes,3,65,Offer B,Yes,27.14,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,92.7,5968.4,0,0,1764.1,7732.5,3,Stayed,No,64,5205,,
6726-NNFWD,Female,74,No,Yes,Yes,No,0,United States,California,Murrieta,92562,33.548869,-117.334165,36149,Q3,Yes,10,71,Offer A,Yes,16.26,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Credit Card,89.45,6435.25,0,0,1154.46,7589.71,4,Stayed,No,72,6004,,
7856-GANIL,Male,71,No,Yes,Yes,No,0,United States,California,Irvine,92606,33.703976,-117.824172,17621,Q3,Yes,1,45,Offer B,Yes,2.38,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,98.7,4525.8,0,0,107.1,4632.9,3,Stayed,No,66,2535,,
0248-PGHBZ,Female,69,No,Yes,No,No,0,United States,California,San Clemente,92672,33.429488,-117.609432,34946,Q3,No,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,0,0,172.19,6313.04,4,Stayed,No,80,5857,,
7472-EQOAV,Male,76,No,Yes,Yes,Yes,2,United States,California,Laguna Niguel,92677,33.529047,-117.701175,62103,Q3,Yes,5,71,Offer A,Yes,30.16,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.7,6179.35,0,0,2141.36,8320.71,3,Stayed,No,44,4485,,
